lame,n
lame quart d'onde (page does not exist),
lame λ/4 (page does not exist),
lamelle,n
lamentable,adj
lamentablement,adv
lamentation,n
lamenter,v
lamer,v
Lamia,
lamia,
lamier,n
lamifié (page does not exist),
lamifier (page does not exist),
laminaire,
laminer,v
lampate,
lampe,n
lampe à souder (page does not exist),
lampe de poche,n
lampion,n
lamproie,n
lamproie marine (page does not exist),
lança,v
lançai,v
lançaient,v
lançais,v
lançait,v
lançâmes,v
lanças,v
lançasse,v
Lancastre,proper
lançât,v
lançâtes,v
lance,n
lancé,v
lance et compte,phrase
lance-flamme (page does not exist),
lance-grenade,
lance-grenades,
lance-pierre,n
lance-roquette,n
lancement,n
lancent,v
lancer,v n
lancer des imprécations contre (page does not exist),
lancer du poids (page does not exist),
lancer en chandelle (page does not exist),
lancer haut (page does not exist),
lancera,v
lancèrent,v
lancette,n
lanceur,n
lanceur d'alerte (page does not exist),
lanceur de relève,n
lanceur partant,n
lanceuse,
lancez,v
lancier,n
lanciez,v
lancions,v
lançon (page does not exist),
lançons,v
landais,adj
Landais (page does not exist),
landau,n
lande,n
Landes,proper
landgrave,
landgraviat (page does not exist),
langage,n
langage d'assemblage,n
langage de balisage,n
langage de programmation,n
langage de requête (page does not exist),
langage des fleurs (page does not exist),
langage enfantin (page does not exist),
langage formel (page does not exist),
langage grossière (page does not exist),
langage informatique (page does not exist),
langage machine,n
langages,n
langer,v
langoureux,
langouste,n
langoustine,n
langue,n
langue anglaise (page does not exist),
langue construite,n
langue-de-carpe (page does not exist),
langue de Charlemagne (page does not exist),
langue-de-chien (page does not exist),
langue de Goethe (page does not exist),
langue des Francs (page does not exist),
langue de si,n
langue des signes,n
langue des signes américaine,n
langue des signes française,n
langue de Tolstoï (page does not exist),
langue d'oc,n
langue d'oïl,n
langue étrangère (page does not exist),
langue flexionnelle (page does not exist),
langue française (page does not exist),
langue maternelle,n
langue morte,n
langue nationale (page does not exist),
langue naturelle (page does not exist),
langue-objet (page does not exist),
langue reconstruite,n
langue romane,n
langue russe (page does not exist),
langue standard (page does not exist),
langue véhiculaire (page does not exist),
langue verte (page does not exist),
langue vivante,n
langue vulgaire (page does not exist),
Languedoc,proper
languedocien,adj n
languette,n
langueur,n
languide,
languir,v
lanière,n
lanoline,
lanterne,n
lanthane,n
lanture (page does not exist),
lao,
Lao Tseu (page does not exist),
Laocoon,
Laodicée,proper
Laodicéens,proper
Laos,
laotien,n adj
Laotien,n
laotienne,
Laotienne,
Lapalissade (page does not exist),
lapalissade,
laper,
lapereau,n
lapicide,n
lapidaire,adj n
lapidairement,adv
lapidation,n
lapider,v
lapin,n
lapin de Pâques,n
lapine,n
lapineau,n
lapis-lazuli,n
laplacien,adj
Laponie,proper
laps,n adj
laps de temps,n
laps et relaps (page does not exist),
lapsus,
lapsus linguae,n
lapsus révélateur,n
laquaiche aux yeux d'or (page does not exist),
laquais,n
laque,n
laquelle,pronoun
laquer,v
Lara,proper
larbin,n
larcin,n
lard,n
lardier,n
lardon,n
lardure (page does not exist),
larfeuille,n
largage,n
large,adj
large ceinture à noeud (page does not exist),
largement,adv
largesse,n
largesses,
largeur,n
largissime,adj
largue,adj
larguer,v
larguez les amarres (page does not exist),
Lárissa (page does not exist),
larme,n
larmes de crocodile,n
larmoyant,adj
larmoyer,v
larron,n
larve,n
laryngé,
laryngien,
laryngique (page does not exist),
laryngite,n
laryngologie,
laryngologique (page does not exist),
laryngologue,
larynx,n
las,adj
lasagne,n
lascif,adj
lascive,
laser,
lasiure (page does not exist),
lasse,adj
lassé,adj
lasser,v
lassitude,n
latence,
latent,
latéral,adj
latéralement,adv
latex,
lathrée (page does not exist),
laticlave,n
latif,n
Latin,n
latin,adj n
latin classique,n
latin contemporain,n
latin ecclésiastique (page does not exist),
latin médiéval,n
latin populaire,n
latin tardif,n
latin vulgaire,n
Latina,
latina,
latine,
Latine,n
latiniser,v
latinisme (page does not exist),
latiniste,n
latinité,n
latino,
latino-américain (page does not exist),
latino-américaine (page does not exist),
latinoaméricain (page does not exist),
latitude,
Latium,
latte,n
lattis,
laudabilité (page does not exist),
laudanum,n
laudatif,
Laura,proper
Laure,proper
lauréat,adj n
lauréate,
Laurence,proper
Laurent,proper
laurentien,
Laurette,proper
laurier,n
laurier-cerise,n
laurier-rose,n
laurier-sauce,n
laurier-tin (page does not exist),
Laurine,proper
lauze,n
lavable,adj
lavabo,n
lavage,n
lavage de cerveau,
Laval,proper
Lavallois,n
lavallois,
lavande,n
lavande aspic (page does not exist),
lavaret,n
lavash,
lavasse,
lave,n
lave-auto (page does not exist),
lave-dos (page does not exist),
lave-glace (page does not exist),
lave-linge,n
lave-vaisselle,n
lavement,n
lavement des pieds (page does not exist),
laver,v
laver à grande eau (page does not exist),
laverie,n
lavette,n
laveur,n
laveuse,n
laveuse sécheuse (page does not exist),
lavomatique,n
lavure,
lawrencium,n
laxatif,adj n
laxisme,n
laxiste,adj
Lazare,proper
lazaret,n
Lc (page does not exist),
LCF (page does not exist),
la leur,
le,article pronoun
lé,n
le leur,
Léa,proper
leader,n
leadership,n
Lecce,
Lecco,
lèche,v
lèche-botte (page does not exist),
lèche-bottes,n
lèche-cul,n
lèche-vitrine,n
lèchefrite,n
lécher,v
lécher le cul (page does not exist),
lécher les bottes (page does not exist),
léchouille (page does not exist),
leçon,n
lecte,
lecteur,n
lecteur CD,n
lecteur de carte (page does not exist),
lecteur de CD,n
lecteur DVD (page does not exist),
lecteur MP3,n
lectorat,n
lectrice,n
lecture,n
lecture de l'acte d'accusation (page does not exist),
ledit,determiner
légal,adj
légalement,adv
légalisation,n
légaliser,
légalité,n
légataire,
legato,
légendaire,adj
légende,n
légende urbaine,n
legendre,n
léger,adj
léger de main,n
légère,adj
légèrement,adv
légèreté,n
legging,
légiférer,v
légine,adj
légion,n
Légion d’honneur,
légionnaire,n
législateur,n
législatif,adj
législation,n
législature,n
légiste,n
légitime,adj
légitime défense,n
légitimement,adv
légitimer,v
légitimité,n
legs,n
léguer,v
légume,n
légumes verts (page does not exist),
légumier,
légumiser,v
Leila,proper
Leipzig,
leishmaniose,
leitmotiv,
Lemaître,proper
Léman,
lemmatiser,v
lemme,n
lemming,
lemniscate,
lémur,n
lémure,n
Léna (page does not exist),
lendemain,n
lénifiant,
lénifier (page does not exist),
Lénine (page does not exist),
léninisme,
léniniste,adj
lénition,n
Lens,proper
Lensois,n
lensois,adj
lent,adj
lente,n
lentement,adv
lenteur,n
lentille,n
lentille d'eau (page does not exist),
lentille de contact (page does not exist),
lentilles cercle (page does not exist),
lentisque,n
lentissime,adj
lento,adv
lenture (page does not exist),
Léo,proper
Léon,proper
Léonais,
léonais,
Léonaise,
Léonard,proper
Léone,proper
Léonie,proper
léonin,
léonure (page does not exist),
léopard,n
léopard de mer,n
léopard des neiges (page does not exist),
léopard-garou (page does not exist),
léopard tacheté (page does not exist),
Léopold,proper
lepidium,
lépidoptère,n
lépilémure (page does not exist),
lépome (page does not exist),
lèpre,n
lépreux,adj n
léprosé,n
léproserie,n
lepto-kurticité (page does not exist),
lepto-kurtique (page does not exist),
leptogène (page does not exist),
leptokurticité (page does not exist),
leptokurtique,
leptonique,adj
leptospirose,
lepture (page does not exist),
lequel,pronoun
les,
lès,
les leurs,
lesbianisme,n
lesbien,
lesbienne,n
Lesbœufs,proper
lesboparentalité (page does not exist),
Lesbos,
lèse-majesté,n
léser,v
lésinerie,n
lesion,
lésion,n
Leslie,proper
Lesly,proper
Lesotho,
lesquelles,
lesquels,pronoun
lessive,n
lessiver,v
lest,n
lestage,n
leste,adj
lestement,adv
lester,v
létal,adj
léthargie,
léthargique,adj
léthargiquement,adv
Léthé,proper
léthéen,adj
Léto (page does not exist),
lette,adj
letton,n adj
Letton,n
Lettone,
lettone,
Lettonie,proper
Lettonne,n
lettrage,
lettre,n
lettré,adj n
lettre d’amour (page does not exist),
lettre de cachet,n
lettre de motivation,n
lettre lunaire (page does not exist),
lettre ouverte (page does not exist),
lettre piégée (page does not exist),
lettre solaire (page does not exist),
lettrer,v
lettres,n
lettrine,
leucémie,n
leucine,
leucocyte,n
leucopénie,n
leude,n
leur,pronoun adj
leurre,n
leurrer,v
leurs,adj pronoun
lev,
levain,n
levain-levure (page does not exist),
levain sur levure (page does not exist),
levant,adj n
Levant,proper
levât,v
levé,
lève-cul (page does not exist),
lève-tôt,n
lève-vitre (page does not exist),
levée,n
levée de bouclier (page does not exist),
levée d'écrou,n
lever,v n
lever de lune (page does not exist),
lever du jour (page does not exist),
lever du soleil,n
lever le coude (page does not exist),
lever le petit doigt,
Lévi,proper
léviathan,
levier,n
Lévite,proper
léviter,v
Lévitique,proper
lévogyre,
levraut,n
lèvre,n
levreau,n
lèvres,n
levrette,n
lévrier,n
lévrier afghan,n
lévrier irlandais,n
lévrier persan,n
levure,n
levure chimique,n
lexème,n
lexicalement,adv
lexicaliser,v
lexicographe,n
lexicographie,n
lexicographique,adj
lexicographiquement,adv
lexicomane,n adj
lexigraphique,adj
lexique,n
Leyde (page does not exist),
lez,prep
lézard,n
Lézard (page does not exist),
lézarder,v
LGB,
Lhassa,proper
-lingue,suffix
la ligne est occupée (page does not exist),
les liens du sang sont les plus forts (page does not exist),
li,n
liaison,n
liaison chimique (page does not exist),
liaison de prolongation (page does not exist),
liaison de tenue (page does not exist),
liaison d'expression (page does not exist),
liaison peptidique (page does not exist),
liaison sans lendemain,n
liane,
liasse,n
Liban,proper
Libanais,n
libanais,adj
Libanaise,
libation,
libeller,v
libellule,n
liber,n
libérable,adj
libéral,adj n
libéral-démocrate,adj n
libéralement,adv
libéralisation,n
libéraliser,v
libéralisme,n
libéraliste,adj n
libéralité,n
libérateur,n
libération,n
libération conditionnelle (page does not exist),
libération sous caution (page does not exist),
liberer,
libérer,v
Liberia,
Libéria,proper
libérien,adj
Libérien,n
Libérienne,
libero,
libéro,n
libertaire,adj
liberté,n
liberté contractuelle (page does not exist),
liberté d'action (page does not exist),
liberté de la presse (page does not exist),
liberté de religion,n
liberté d'expression (page does not exist),
liberté sous caution (page does not exist),
liberticide,adj
libertin,adj n
libertinage,n
libidinal,
libidinale,
libidineux,adj
libidinosité (page does not exist),
libido,
libraire,n
librairie,n
libre,adj
libre arbitre,
libre comme l'air,
libre-échange,n
libre-penseur (page does not exist),
libre-service,
librement,adv
Libye,proper
libyen,adj
Libyen,n
Libyenne,
lice,n
licence,n
licence ès arts,n
licence libre (page does not exist),
licencié,n
licenciée,
licenciement,n
licencier,v
licencieux,
licenciosité (page does not exist),
liche,
lichen,n
lichen plan,n
lichénique,
lichenologie,
lichénologie,
lichenologique,adj
lichenologue,n
licite,
licol,n
Licorne (page does not exist),
licorne,n
licorne de mer (page does not exist),
Licorne rose invisible (page does not exist),
licou,n
lidocaïne,n
lie,n
lié,
lie-de-vin,adj
Liechtenstein,
liechtensteinois,adj
Liechtensteinois,n
liège,n
Liège,proper
Liégeois,n
liégeois,adj
lien,n
lien mort,
lien symbolique (page does not exist),
lier,v
lierre,n
lierre terrestre (page does not exist),
liesse,n
lieu,n
lieu commun (page does not exist),
lieu d'Alaska (page does not exist),
lieu de débauche (page does not exist),
lieu de mémoire,n
lieu de naissance (page does not exist),
lieu de Norvège (page does not exist),
lieu de plaisir (page does not exist),
lieu de travail,n
lieu de vacances (page does not exist),
lieu géométrique,n
lieu jaune,n
lieu noir,n
lieu saint (page does not exist),
lieue,n
lieutenant,n
lieutenante (page does not exist),
lièvre,n
Lièvre (page does not exist),
lift,
lifting,n
ligament,n
ligature,n
ligaturer,
lige,adj
ligérien,adj
lignage,
ligne,n
ligne d'arrivée,n
ligne de bataille,n
ligne de bus (page does not exist),
ligne de code (page does not exist),
ligne de conduite,n
ligne de flottaison,
ligne de grains (page does not exist),
ligne de mire,n
ligne de partage (page does not exist),
ligne de partage des eaux (page does not exist),
ligne de sauvetage (page does not exist),
ligne de temps (page does not exist),
ligne directrice (page does not exist),
ligne droite (page does not exist),
ligne latérale,n
lignée,n
ligner,v
ligneux,
lignifier (page does not exist),
lignite,
ligue,n
Ligue des champions (page does not exist),
ligue hanséatique,n
ligure,
Ligure (page does not exist),
Ligurie,proper
ligurien,adj n
likelemba,
lilas,n
lilas de Perse (page does not exist),
liliacée,n
Lilian,proper
Liliane,proper
lilliputien (page does not exist),
Lillois,n
lillois,adj
Lima,
limace,n
limacide,
limaçon,n
limaille,n
liman,
limande rouge (page does not exist),
Limassol,
limbe,n
limbes,n
limbo,
Limbourg,proper
Limbourgeois,n
limbourgeois,n adj
lime,n
lime à ongle,n
lime à ongles,
limer,v
limette,
limicole,
limier,n
limitable,
limite,n
limité,adj v
limite de temps (page does not exist),
limitée,n
limiter,v
limitrophe,adj
limivore,
limnadie (page does not exist),
limnanthème (page does not exist),
limnatis (page does not exist),
limnébie (page does not exist),
limnée (page does not exist),
limnétique (page does not exist),
limnicole (page does not exist),
limnigraphe (page does not exist),
limnimètre,
limnimétrie (page does not exist),
limnimétrique (page does not exist),
limnique (page does not exist),
limnite (page does not exist),
limnius (page does not exist),
limnivore,
limnobaris (page does not exist),
limnobie (page does not exist),
limnobios,
limnodrome (page does not exist),
limnogale (page does not exist),
limnologie,
limnologique,
limnologiste,
limnologue (page does not exist),
limnomètre (page does not exist),
limnométrie (page does not exist),
limnométrique (page does not exist),
limnophile,
limnoplancton (page does not exist),
limnorie (page does not exist),
limnotrague (page does not exist),
limogeage,n
limoger,v
Limoges,proper
limon,n
limonade,n
limonage (page does not exist),
limonement (page does not exist),
limoner (page does not exist),
limoneux,
limonier,
limonière (page does not exist),
limonite,
limoniteux (page does not exist),
limougeaud,adj
Limougeaud,n
Limousin,proper n
limousin,adj n
limousinage,n
limousine,n
limpide,adj
limpidité,n
limule,n
lin,n
linaire,n
linceul,n
Linda,proper
linéaire,adj
linéairement,adv
linéairement indépendant (page does not exist),
linéariser,
linge,n
linger,n
lingère,n
lingerie,n
lingot,n
lingua franca,
lingua franca nova,n
lingual,
linguiste,n
linguiste comparatif (page does not exist),
linguistique,adj n
linguistique comparée (page does not exist),
linguistique informatique (page does not exist),
linguistiquement,adv
Link,
Linné (page does not exist),
linotte,n
linteau,n
linuxien,adj n
Lion,proper
lion,n
lion d'Asie (page does not exist),
lion de barbarie (page does not exist),
lion de l'Atlas (page does not exist),
Lion de Némée (page does not exist),
lion des montagnes,n
lion du Cap (page does not exist),
lion-garou (page does not exist),
lionceau,n
lioncelle,
lionçonne (page does not exist),
Lionel,proper
lionne,n
lipogramme (page does not exist),
lipome,n
liposuccion,
lippu,adj
lipschitzien,adj
liquéfaction,
liquéfier,v
liqueur,n
liqueur aux œufs (page does not exist),
liquidateur,n
liquidation,n
liquide,adj n v
liquide cérébro-spinal,n
liquide pré-éjaculatoire (page does not exist),
liquidement,adv
liquider,v
liquideur (page does not exist),
liquidité,n
lire,v n
lire dans les pensées,v
lire entre les lignes,v
lire sur les lèvres,v
